UDI,Date,System,Control,Product ID,Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Diagnostic
5048,14/04/2020 05:55,59,C,M19907,M,,,,29.3,158,No failure
5049,16/04/2020 18:52,59,B,H34462,H,,,1271,68.6,,Power Failure
5050,15/04/2020 00:31,59,A,H34463,H,304,313.1,1472,,,No failure
5051,16/04/2020 07:14,59,A,H34464,H,304,313,1701,,,No failure
5052,16/07/2020 06:55,59,B,L52231,L,,,1480,39.9,,No failure
5053,16/07/2020 08:31,59,C,L52232,L,,,,48.4,178,No failure
5054,12/07/2020 10:58,59,C,L52233,L,,,,34.3,180,No failure
5055,13/07/2020 07:08,59,B,L52234,L,,,1619,35.7,,No failure
5056,04/11/2020 14:13,59,A,H34469,H,303.8,312.9,1378,,,No failure
5057,01/11/2020 05:42,59,B,M19916,M,,,1430,53.5,,No failure
5058,05/11/2020 00:02,59,A,L52237,L,303.8,312.9,1367,,,No failure
5059,31/10/2020 13:12,59,C,L52238,L,,,,42.5,194,No failure
5060,08/02/2021 20:15,59,B,L52239,L,,,1419,47.9,,No failure
5061,09/02/2021 15:06,59,C,L52240,L,,,,42.7,198,No failure
5062,14/02/2021 02:08,59,C,L52241,L,,,,62.5,200,Overstrain Failure
5063,13/02/2021 21:20,59,A,L52242,L,304,312.9,1313,,,No failure
5064,20/04/2014 22:42,60,C,H34477,H,,,,46.6,0,No failure
5065,23/04/2014 03:04,60,B,L52244,L,,,1407,42.1,,No failure
5066,22/04/2014 10:05,60,B,L52245,L,,,1566,37.2,,No failure
5067,13/07/2014 19:22,60,C,L52246,L,,,,30.9,9,No failure
5068,09/10/2014 03:44,60,A,M19927,M,304.2,313.2,1396,,,No failure
5069,29/12/2014 09:34,60,A,M19928,M,304.3,313.3,1540,,,No failure
5070,25/02/2015 23:20,60,A,M19929,M,304.2,313.2,1380,,,No failure
5071,02/03/2015 03:31,60,B,M19930,M,,,1608,31.1,,No failure
5072,05/06/2015 16:04,60,C,H34485,H,,,,40.9,23,No failure
5073,05/06/2015 12:42,60,C,L52252,L,,,,45.3,28,No failure
5074,21/09/2015 19:10,60,B,M19933,M,,,1454,46.8,,No failure
5075,24/09/2015 00:15,60,A,L52254,L,304.1,313.1,1666,,,No failure
5076,23/09/2015 13:01,60,C,L52255,L,,,,46.6,35,No failure
5077,23/09/2015 10:47,60,A,L52256,L,304.2,313.2,1464,,,No failure
5078,11/12/2015 20:56,60,A,L52257,L,304.3,313.3,1775,,,No failure
5079,09/12/2015 12:23,60,C,M19938,M,,,,43.8,41,No failure
5080,07/12/2015 05:34,60,B,M19939,M,,,1411,54.8,,No failure
5081,10/12/2015 16:31,60,B,L52260,L,,,1410,51.6,,No failure
5082,09/12/2015 07:38,60,C,M19941,M,,,,39,49,No failure
5083,26/02/2016 06:44,60,B,H34496,H,,,1590,43.4,,No failure
5084,27/04/2016 10:10,60,C,L52263,L,,,,54.1,57,No failure
5085,22/07/2016 00:00,60,A,L52264,L,304.1,313.1,1969,,,No failure
5086,26/07/2016 05:23,60,C,M19945,M,,,,56,61,No failure
5087,26/07/2016 13:35,60,C,L52266,L,,,,45.9,64,No failure
5088,26/07/2016 05:09,60,B,M19947,M,,,1685,28.2,,No failure
5089,23/10/2016 07:32,60,A,L52268,L,304,313.1,1465,,,No failure
5090,20/10/2016 10:37,60,C,M19949,M,,,,47.2,71,No failure
5091,21/10/2016 08:35,60,A,M19950,M,303.9,313.2,1570,,,No failure
5092,18/02/2017 18:21,60,B,L52271,L,,,1345,48.2,,No failure
5093,20/02/2017 16:43,60,B,M19952,M,,,1608,40.6,,No failure
5094,20/02/2017 02:34,60,C,M19953,M,,,,52.8,82,No failure
5095,22/02/2017 12:42,60,A,M19954,M,304.1,313.5,1470,,,No failure
5096,19/02/2017 03:05,60,B,M19955,M,,,1428,39.9,,No failure
5097,09/05/2017 03:09,60,A,H34510,H,304.2,313.5,1627,,,No failure
5098,06/05/2017 15:02,60,B,L52277,L,,,1457,49.4,,No failure
5099,05/05/2017 20:20,60,A,L52278,L,304.2,313.4,1475,,,No failure
5100,11/05/2017 02:29,60,B,L52279,L,,,1438,50.1,,No failure
5101,20/07/2017 00:12,60,C,M19960,M,,,,47.2,102,No failure
5102,17/07/2017 09:49,60,A,M19961,M,304.1,313.4,1518,,,No failure
5103,18/07/2017 02:49,60,A,M19962,M,304.1,313.5,1587,,,No failure
5104,20/07/2017 14:32,60,A,L52283,L,304.1,313.4,1399,,,No failure
5105,20/07/2017 14:59,60,A,L52284,L,304.1,313.5,1469,,,No failure
5106,10/11/2017 08:48,60,B,L52285,L,,,1374,56.6,,No failure
5107,06/11/2017 23:17,60,C,L52286,L,,,,36.7,117,No failure
5108,11/11/2017 18:17,60,A,L52287,L,303.9,313.2,1540,,,No failure
5109,20/02/2018 16:09,60,C,L52288,L,,,,51.6,121,No failure
5110,22/02/2018 19:38,60,B,M19969,M,,,1389,45.8,,No failure
5111,18/02/2018 06:40,60,B,M19970,M,,,1732,26.2,,No failure
5112,19/02/2018 02:57,60,C,L52291,L,,,,37.4,129,No failure
5113,14/05/2018 18:41,60,B,M19972,M,,,1441,43.7,,No failure
5114,16/05/2018 05:29,60,C,L52293,L,,,,46.7,134,No failure
5115,18/05/2018 01:35,60,C,M19974,M,,,,44.9,136,No failure
5116,17/05/2018 20:08,60,B,M19975,M,,,2113,18.4,,No failure
5117,25/08/2018 13:19,60,A,L52296,L,304.2,313.8,1401,,,No failure
5118,24/08/2018 22:26,60,A,L52297,L,304.1,313.6,1611,,,No failure
5119,27/08/2018 02:14,60,A,M19978,M,304.2,313.6,1512,,,No failure
5120,26/08/2018 00:05,60,A,L52299,L,304.2,313.6,1411,,,No failure
5121,26/08/2018 09:03,60,B,M19980,M,,,1424,43.7,,No failure
5122,19/12/2018 00:45,60,A,L52301,L,304.2,313.6,1469,,,No failure
5123,25/02/2019 04:05,60,A,H34536,H,304.2,313.5,1684,,,No failure
5124,27/02/2019 16:25,60,A,M19983,M,304.2,313.5,1532,,,No failure
5125,25/02/2019 19:26,60,C,M19984,M,,,,37.3,164,No failure
5126,24/06/2019 07:45,60,A,M19985,M,304.3,313.5,1416,,,No failure
5127,16/09/2019 10:52,60,A,L52306,L,304.3,313.5,1802,,,No failure
5128,21/09/2019 08:40,60,C,M19987,M,,,,15.1,172,No failure
5129,28/11/2019 03:13,60,A,L52308,L,304.2,313.4,1434,,,No failure
5130,24/11/2019 19:16,60,B,M19989,M,,,1725,28.3,,No failure
5131,07/03/2020 02:57,60,C,L52310,L,,,,35.7,180,No failure
5132,02/03/2020 17:03,60,A,L52311,L,304.1,313.3,1452,,,No failure
5133,04/03/2020 08:13,60,A,L52312,L,304.1,313.3,1415,,,No failure
5134,07/03/2020 12:27,60,B,L52313,L,,,1824,25.8,,No failure
5135,06/03/2020 13:17,60,B,L52314,L,,,1438,45.5,,No failure
5136,04/05/2020 02:03,60,C,L52315,L,,,,24.5,190,No failure
5137,05/05/2020 22:07,60,A,L52316,L,304.2,313.4,1735,,,No failure
5138,03/05/2020 18:15,60,C,L52317,L,,,,36.7,194,No failure
5139,04/08/2020 10:29,60,A,M19998,M,304.3,313.6,1489,,,No failure
5140,02/08/2020 02:29,60,C,M19999,M,,,,38.9,199,No failure
5141,02/08/2020 00:57,60,A,M20000,M,304.3,313.6,1585,,,No failure
5142,03/08/2020 02:47,60,C,L52321,L,,,,35,205,Tool Wear Failure
5143,11/04/2014 21:43,61,B,L52322,L,,,1568,39.1,,No failure
5144,14/04/2014 09:23,61,B,M20003,M,,,1525,42,,No failure
5145,13/04/2014 20:22,61,B,L52324,L,,,1607,33.5,,No failure
5146,16/07/2014 05:56,61,C,L52325,L,,,,32.9,7,No failure
5147,15/07/2014 02:33,61,C,L52326,L,,,,38.9,9,No failure
5148,01/11/2014 20:09,61,B,L52327,L,,,1569,38.4,,No failure
5149,03/11/2014 06:05,61,C,L52328,L,,,,43.1,13,No failure
5150,03/11/2014 07:29,61,B,L52329,L,,,1452,41.5,,No failure
5151,02/11/2014 19:35,61,A,L52330,L,304.3,313.5,1590,,,No failure
5152,04/01/2015 08:53,61,B,L52331,L,,,1409,56,,No failure
5153,04/01/2015 21:42,61,A,L52332,L,304.3,313.5,2643,,,No failure
5154,09/03/2015 01:51,61,B,L52333,L,,,1644,31.7,,No failure
5155,08/03/2015 17:27,61,A,L52334,L,304.2,313.4,1568,,,No failure
5156,05/03/2015 08:47,61,B,H34569,H,,,1625,37.3,,No failure
5157,08/03/2015 08:21,61,B,L52336,L,,,1482,41.4,,No failure
5158,30/05/2015 16:10,61,A,H34571,H,304.1,313.3,1397,,,No failure
5159,30/05/2015 11:34,61,B,L52338,L,,,1459,50.3,,No failure
5160,28/05/2015 21:21,61,B,L52339,L,,,1490,44,,No failure
5161,30/05/2015 10:27,61,A,L52340,L,304.1,313.2,1434,,,No failure
5162,31/05/2015 13:58,61,B,M20021,M,,,2028,18.9,,No failure
5163,10/08/2015 10:39,61,A,L52342,L,304.2,313.3,1464,,,No failure
5164,09/08/2015 03:14,61,A,M20023,M,304.2,313.4,1713,,,No failure
5165,14/10/2015 08:32,61,B,M20024,M,,,1624,32.1,,No failure
5166,09/10/2015 19:24,61,A,L52345,L,304.2,313.4,1421,,,No failure
5167,14/10/2015 05:35,61,C,H34580,H,,,,41.4,58,No failure
5168,13/10/2015 01:52,61,A,L52347,L,304.2,313.4,1639,,,No failure
5169,28/12/2015 10:31,61,C,H34582,H,,,,29.6,65,No failure
5170,27/12/2015 22:30,61,C,L52349,L,,,,39.9,70,No failure
5171,29/12/2015 20:03,61,B,M20030,M,,,1480,38.4,,No failure
5172,29/12/2015 16:58,61,C,M20031,M,,,,54.5,75,No failure
5173,14/04/2016 15:14,61,A,L52352,L,304.2,313.4,1740,,,No failure
5174,19/04/2016 13:10,61,C,M20033,M,,,,28.1,80,No failure
5175,16/04/2016 18:52,61,C,M20034,M,,,,47.8,83,No failure
5176,14/04/2016 13:43,61,A,L52355,L,304.2,313.4,1740,,,No failure
5177,24/07/2016 12:48,61,B,M20036,M,,,1844,27.1,,No failure
5178,21/07/2016 19:30,61,C,H34591,H,,,,53.2,91,No failure
5179,23/07/2016 14:30,61,B,H34592,H,,,1517,43.1,,No failure
5180,25/07/2016 12:30,61,B,M20039,M,,,1450,42.8,,No failure
5181,14/10/2016 00:35,61,A,L52360,L,304,313.2,1584,,,No failure
5182,13/10/2016 12:17,61,B,L52361,L,,,1720,28.7,,No failure
5183,10/10/2016 05:05,61,A,L52362,L,303.9,313.1,1586,,,No failure
5184,15/10/2016 15:31,61,C,M20043,M,,,,22.5,110,No failure
5185,13/10/2016 14:48,61,B,L52364,L,,,1397,42.4,,No failure
5186,24/12/2016 16:04,61,A,L52365,L,304,313,2012,,,No failure
5187,23/12/2016 10:33,61,A,L52366,L,304,313,2354,,,No failure
5188,23/12/2016 13:40,61,A,L52367,L,304,313.1,1648,,,No failure
5189,01/04/2017 04:33,61,A,L52368,L,304,313.2,1632,,,No failure
5190,30/03/2017 19:23,61,C,M20049,M,,,,46.9,123,No failure
5191,01/04/2017 13:34,61,A,L52370,L,304.1,313.2,1452,,,No failure
5192,01/04/2017 17:11,61,A,L52371,L,304,313.2,1416,,,No failure
5193,01/07/2017 04:44,61,A,L52372,L,303.9,313.1,1310,,,No failure
5194,26/06/2017 23:17,61,B,H34607,H,,,1408,39.8,,No failure
5195,03/09/2017 06:25,61,A,M20054,M,303.9,313.1,1668,,,No failure
5196,01/12/2017 16:24,61,B,L52375,L,,,1551,36.8,,No failure
5197,30/11/2017 03:01,61,B,H34610,H,,,1517,36,,No failure
5198,30/11/2017 09:38,61,B,H34611,H,,,1570,35.8,,No failure
5199,29/11/2017 08:23,61,A,L52378,L,303.8,312.8,1428,,,No failure
5200,29/01/2018 21:52,61,B,L52379,L,,,1503,40,,No failure
5201,30/01/2018 20:26,61,A,L52380,L,303.8,312.8,1416,,,No failure
5202,05/05/2018 02:15,61,C,M20061,M,,,,47.3,158,No failure
5203,23/07/2018 16:08,61,B,L52382,L,,,1335,51.1,,No failure
5204,22/07/2018 17:30,61,A,M20063,M,303.7,312.6,1671,,,No failure
5205,21/07/2018 02:24,61,A,L52384,L,303.7,312.7,1989,,,No failure
5206,15/11/2018 15:50,61,A,L52385,L,303.7,312.7,1468,,,No failure
5207,21/02/2019 06:47,61,B,H34620,H,,,1711,27.6,,No failure
5208,21/02/2019 20:44,61,C,M20067,M,,,,41.3,175,No failure
5209,19/02/2019 18:41,61,B,L52388,L,,,1664,29.3,,No failure
5210,13/06/2019 08:00,61,A,M20069,M,303.8,312.7,1507,,,No failure
5211,27/09/2019 20:42,61,B,L52390,L,,,1466,42.5,,No failure
5212,21/01/2020 08:23,61,A,L52391,L,303.7,312.5,1433,,,No failure
5213,16/01/2020 07:53,61,B,L52392,L,,,1397,45.7,,No failure
5214,20/01/2020 12:02,61,C,M20073,M,,,,43.3,189,No failure
5215,21/01/2020 20:46,61,A,L52394,L,303.7,312.7,1572,,,No failure
5216,08/05/2020 00:34,61,B,M20075,M,,,1532,42.7,,No failure
5217,07/05/2020 18:45,61,B,M20076,M,,,1316,51.8,,No failure
5218,03/05/2020 23:01,61,A,M20077,M,303.8,312.8,1420,,,No failure
5219,08/05/2020 08:30,61,C,L52398,L,,,,37.2,203,No failure
5220,05/05/2020 09:14,61,C,L52399,L,,,,59.9,205,Overstrain Failure
5221,25/08/2020 10:03,61,A,L52400,L,303.8,313,1633,,,No failure
5222,23/08/2020 18:38,61,A,L52401,L,303.9,313,1626,,,No failure
5223,22/04/2014 12:37,62,B,L52402,L,,,1665,29.6,,No failure
5224,17/04/2014 23:29,62,A,M20083,M,303.9,313.2,1350,,,No failure
5225,21/04/2014 07:51,62,B,L52404,L,,,1590,31.9,,No failure
5226,18/04/2014 19:05,62,B,M20085,M,,,1437,53.9,,No failure
5227,21/04/2014 00:28,62,A,L52406,L,303.9,313,1403,,,No failure
5228,04/07/2014 21:04,62,A,L52407,L,303.9,313.1,1440,,,No failure
5229,02/07/2014 17:49,62,C,M20088,M,,,,61.4,14,No failure
5230,02/07/2014 01:58,62,A,H34643,H,303.9,313.1,1790,,,No failure
5231,15/09/2014 19:09,62,B,M20090,M,,,2117,18.6,,No failure
5232,11/12/2014 00:31,62,C,L52411,L,,,,42.2,25,No failure
5233,09/12/2014 19:38,62,C,L52412,L,,,,57.8,27,No failure
5234,14/12/2014 20:44,62,C,L52413,L,,,,45.3,29,No failure
5235,14/12/2014 04:23,62,A,L52414,L,303.7,312.9,1461,,,No failure
5236,14/12/2014 06:04,62,B,M20095,M,,,1511,41,,No failure
5237,22/03/2015 18:56,62,A,L52416,L,303.8,313.1,1394,,,No failure
5238,24/03/2015 22:06,62,B,L52417,L,,,1499,42.3,,No failure
5239,20/03/2015 13:06,62,B,L52418,L,,,1457,44.1,,No failure
5240,24/03/2015 22:20,62,B,L52419,L,,,1753,29,,No failure
5241,12/06/2015 20:18,62,B,L52420,L,,,1694,28,,No failure
5242,12/06/2015 00:01,62,B,L52421,L,,,1683,28.4,,No failure
5243,16/09/2015 11:25,62,B,L52422,L,,,1496,47.4,,No failure
5244,15/09/2015 00:54,62,B,L52423,L,,,1721,34.8,,No failure
5245,13/09/2015 08:56,62,C,L52424,L,,,,31.6,52,No failure
5246,13/09/2015 19:41,62,B,L52425,L,,,1575,38.3,,No failure
5247,26/12/2015 14:06,62,B,L52426,L,,,1465,41,,No failure
5248,26/12/2015 23:01,62,A,L52427,L,303.6,313.1,1405,,,No failure
5249,09/03/2016 20:03,62,C,M20108,M,,,,21.6,60,No failure
5250,12/03/2016 12:14,62,C,M20109,M,,,,39.9,63,No failure
5251,12/03/2016 08:26,62,B,L52430,L,,,1332,52.9,,No failure
5252,11/03/2016 12:06,62,A,M20111,M,303.4,312.9,1307,,,No failure
5253,07/03/2016 18:31,62,B,L52432,L,,,1322,59.5,,No failure
5254,25/06/2016 18:58,62,B,L52433,L,,,1547,40.3,,No failure
5255,26/06/2016 05:51,62,B,L52434,L,,,1897,23.6,,No failure
5256,25/06/2016 04:42,62,C,M20115,M,,,,51.9,77,No failure
5257,26/06/2016 16:00,62,C,L52436,L,,,,51.6,80,No failure
5258,22/06/2016 21:03,62,C,L52437,L,,,,38.5,82,No failure
5259,29/09/2016 18:59,62,A,M20118,M,303.5,312.9,1572,,,No failure
5260,28/09/2016 14:19,62,C,L52439,L,,,,36.9,87,No failure
5261,01/10/2016 03:34,62,B,M20120,M,,,1492,46.1,,No failure
5262,02/10/2016 04:41,62,A,L52441,L,303.4,312.8,1513,,,No failure
5263,01/10/2016 14:09,62,C,L52442,L,,,,43.9,94,No failure
5264,14/12/2016 17:41,62,C,L52443,L,,,,22.3,96,No failure
5265,11/12/2016 16:54,62,B,L52444,L,,,1376,53.4,,No failure
5266,10/12/2016 22:13,62,B,M20125,M,,,1883,23.3,,No failure
5267,09/12/2016 15:00,62,B,M20126,M,,,1518,38.7,,No failure
5268,23/02/2017 11:28,62,B,M20127,M,,,1438,42.8,,No failure
5269,21/02/2017 14:06,62,C,L52448,L,,,,54.1,109,No failure
5270,19/02/2017 06:31,62,B,L52449,L,,,1504,44.8,,No failure
5271,23/02/2017 18:02,62,C,L52450,L,,,,64.4,113,No failure
5272,22/02/2017 16:21,62,B,L52451,L,,,1534,39.7,,No failure
5273,30/04/2017 00:45,62,C,M20132,M,,,,38.2,117,No failure
5274,01/05/2017 08:10,62,B,L52453,L,,,1395,44.1,,No failure
5275,29/04/2017 13:31,62,B,L52454,L,,,1617,30.9,,No failure
5276,30/04/2017 13:05,62,C,L52455,L,,,,41.2,124,No failure
5277,25/08/2017 17:33,62,B,L52456,L,,,1606,34,,No failure
5278,30/08/2017 08:39,62,A,L52457,L,303.5,312.9,1501,,,No failure
5279,25/08/2017 04:18,62,A,M20138,M,303.5,312.9,1618,,,No failure
5280,27/08/2017 15:08,62,C,L52459,L,,,,35.8,133,No failure
5281,30/08/2017 03:57,62,C,L52460,L,,,,41.4,135,No failure
5282,13/12/2017 01:22,62,A,M20141,M,303.7,313,1469,,,No failure
5283,12/12/2017 14:28,62,A,H34696,H,303.8,313.2,1381,,,No failure
5284,13/12/2017 08:14,62,A,L52463,L,303.8,313.2,1525,,,No failure
5285,14/12/2017 13:34,62,B,M20144,M,,,1732,29.6,,No failure
5286,15/03/2018 23:02,62,C,L52465,L,,,,39.8,150,No failure
5287,15/03/2018 08:32,62,B,L52466,L,,,1422,42.4,,No failure
5288,19/03/2018 03:18,62,A,H34701,H,303.8,313.2,1506,,,No failure
5289,17/03/2018 17:01,62,C,L52468,L,,,,39.4,159,No failure
5290,15/06/2018 04:36,62,C,M20149,M,,,,34.3,161,No failure
5291,13/06/2018 08:51,62,A,L52470,L,303.9,313.3,1526,,,No failure
5292,14/06/2018 07:47,62,B,L52471,L,,,1406,52.1,,No failure
5293,04/10/2018 11:39,62,A,M20152,M,303.9,313.3,1567,,,No failure
5294,15/01/2019 06:24,62,A,M20153,M,303.9,313.4,1464,,,No failure
5295,18/01/2019 05:11,62,C,L52474,L,,,,48.5,174,No failure
5296,15/01/2019 02:32,62,C,L52475,L,,,,47.8,176,No failure
5297,14/01/2019 04:42,62,C,H34710,H,,,,50.2,178,No failure
5298,19/04/2019 22:47,62,A,L52477,L,303.7,313.1,1406,,,No failure
5299,20/04/2019 17:42,62,B,M20158,M,,,2130,18.1,,No failure
5300,23/04/2019 16:29,62,A,L52479,L,303.7,313.1,1355,,,No failure
5301,08/08/2019 03:46,62,B,M20160,M,,,1710,26.5,,No failure
5302,08/08/2019 11:20,62,C,L52481,L,,,,55.8,193,No failure
5303,09/08/2019 09:55,62,A,L52482,L,303.9,313.1,1491,,,No failure
5304,08/08/2019 23:36,62,B,L52483,L,,,1481,44.1,,No failure
5305,05/08/2019 21:16,62,A,L52484,L,303.9,313.1,1425,,,No failure
5306,11/11/2019 19:32,62,B,H34719,H,,,1680,29.1,,No failure
5307,13/11/2019 13:39,62,B,H34720,H,,,1612,31.7,,No failure
5308,16/11/2019 05:47,62,C,L52487,L,,,,34.8,211,No failure
5309,16/11/2019 01:07,62,B,L52488,L,,,1481,42.6,,No failure
5310,16/03/2020 05:40,62,C,M20169,M,,,,48,215,Tool Wear Failure
5311,31/03/2014 17:24,63,A,L52490,L,303.8,313,1427,,,No failure
5312,31/03/2014 23:19,63,B,H34725,H,,,1460,49.8,,No failure
5313,30/03/2014 22:46,63,B,L52492,L,,,1873,23.5,,No failure
5314,31/03/2014 18:39,63,B,M20173,M,,,1566,32.6,,No failure
5315,30/03/2014 11:46,63,C,L52494,L,,,,30.8,12,No failure
5316,08/06/2014 11:50,63,B,L52495,L,,,1710,27.2,,No failure
5317,09/06/2014 08:44,63,B,M20176,M,,,1689,33.1,,No failure
5318,06/06/2014 17:19,63,B,L52497,L,,,1637,32.9,,No failure
5319,11/06/2014 05:10,63,B,L52498,L,,,1496,39,,No failure
5320,09/06/2014 20:28,63,C,M20179,M,,,,47,23,No failure
5321,17/09/2014 22:06,63,B,L52500,L,,,1363,45.5,,No failure
5322,19/09/2014 23:52,63,C,M20181,M,,,,49.9,28,No failure
5323,14/01/2015 00:16,63,C,M20182,M,,,,55.3,31,No failure
5324,17/01/2015 22:47,63,C,M20183,M,,,,48.4,34,No failure
5325,15/01/2015 03:56,63,C,M20184,M,,,,30.8,37,No failure
5326,28/03/2015 06:00,63,A,L52505,L,303.5,312.7,1694,,,No failure
5327,24/03/2015 21:54,63,B,M20186,M,,,1420,49.1,,No failure
5328,12/07/2015 11:27,63,A,M20187,M,303.5,312.7,2116,,,No failure
5329,10/07/2015 18:56,63,A,M20188,M,303.7,312.9,1406,,,No failure
5330,11/07/2015 01:58,63,B,L52509,L,,,1456,45.5,,No failure
5331,09/07/2015 23:08,63,A,L52510,L,303.6,312.9,1588,,,No failure
5332,15/10/2015 04:38,63,A,L52511,L,303.7,312.8,1448,,,No failure
5333,10/01/2016 01:39,63,B,H34746,H,,,1403,46.2,,No failure
5334,22/03/2016 14:59,63,C,M20193,M,,,,51.6,62,No failure
5335,14/07/2016 06:40,63,B,M20194,M,,,2706,9.8,,Power Failure
5336,14/07/2016 15:49,63,B,M20195,M,,,1505,38.9,,No failure
5337,11/11/2016 15:59,63,A,L52516,L,303.2,312.4,1663,,,No failure
5338,16/11/2016 00:32,63,A,M20197,M,303.3,312.6,1482,,,No failure
5339,15/11/2016 13:00,63,B,M20198,M,,,1674,32.7,,No failure
5340,11/11/2016 07:09,63,A,M20199,M,303.4,312.7,1594,,,No failure
5341,18/02/2017 00:48,63,B,L52520,L,,,1393,49.3,,No failure
5342,19/02/2017 11:59,63,B,H34755,H,,,1404,55.8,,No failure
5343,18/02/2017 22:52,63,B,M20202,M,,,1375,45.7,,No failure
5344,18/02/2017 19:49,63,C,L52523,L,,,,38.4,92,No failure
5345,19/02/2017 16:33,63,A,L52524,L,303.4,312.8,1360,,,No failure
5346,03/05/2017 08:10,63,A,L52525,L,303.5,312.8,1524,,,No failure
5347,02/05/2017 07:55,63,A,L52526,L,303.4,312.7,1534,,,No failure
5348,30/04/2017 13:24,63,C,L52527,L,,,,63.8,100,No failure
5349,05/07/2017 20:14,63,A,L52528,L,303.3,312.6,1623,,,No failure
5350,06/07/2017 01:54,63,B,M20209,M,,,1642,33.6,,No failure
5351,06/07/2017 07:01,63,A,M20210,M,303.4,312.8,1622,,,No failure
5352,07/07/2017 12:43,63,C,M20211,M,,,,34.5,110,No failure
5353,29/09/2017 01:18,63,B,M20212,M,,,1590,36.3,,No failure
5354,30/09/2017 22:41,63,B,L52533,L,,,1589,34,,No failure
5355,15/01/2018 21:53,63,B,L52534,L,,,1462,37.5,,No failure
5356,20/04/2018 20:13,63,A,H34769,H,303.3,312.5,1328,,,No failure
5357,19/04/2018 16:54,63,C,H34770,H,,,,29,125,No failure
5358,21/04/2018 16:06,63,B,L52537,L,,,1968,20.6,,No failure
5359,24/06/2018 17:19,63,A,H34772,H,303.3,312.6,1827,,,No failure
5360,24/06/2018 03:59,63,C,M20219,M,,,,47.1,137,No failure
5361,27/06/2018 08:12,63,A,L52540,L,303.3,312.6,1463,,,No failure
5362,25/06/2018 04:19,63,A,L52541,L,303.3,312.7,1643,,,No failure
5363,07/09/2018 16:10,63,B,L52542,L,,,1281,57,,No failure
5364,29/12/2018 22:46,63,C,L52543,L,,,,39.9,146,No failure
5365,27/04/2019 01:15,63,B,L52544,L,,,1601,35.3,,No failure
5366,28/04/2019 15:21,63,A,L52545,L,303.1,312.6,1548,,,No failure
5367,06/07/2019 09:45,63,B,H34780,H,,,1404,40.6,,No failure
5368,05/07/2019 10:17,63,B,M20227,M,,,1766,26.7,,No failure
5369,02/07/2019 21:57,63,C,M20228,M,,,,30,160,No failure
5370,04/09/2019 09:12,63,A,H34783,H,303,312.5,1507,,,No failure
5371,08/09/2019 07:23,63,B,H34784,H,,,1627,37.1,,No failure
5372,17/12/2019 04:39,63,C,L52551,L,,,,47.7,173,No failure
5373,18/12/2019 17:50,63,C,H34786,H,,,,46.8,175,No failure
5374,18/12/2019 00:08,63,C,M20233,M,,,,25,180,No failure
5375,10/03/2020 20:57,63,C,L52554,L,,,,40.8,183,No failure
5376,08/03/2020 01:33,63,B,L52555,L,,,1530,34.9,,No failure
5377,06/03/2020 06:10,63,A,H34790,H,302.8,312.3,1336,,,No failure
5378,03/07/2020 12:33,63,B,L52557,L,,,2030,19.1,,No failure
5379,31/10/2020 13:48,63,C,L52558,L,,,,36.9,194,No failure
5380,02/11/2020 15:27,63,B,L52559,L,,,1446,41.7,,No failure
5381,22/01/2021 09:28,63,C,L52560,L,,,,37.5,198,No failure
5382,17/01/2021 11:47,63,B,L52561,L,,,1651,27,,No failure
5383,18/01/2021 06:55,63,B,L52562,L,,,1698,33.8,,No failure
5384,17/01/2021 16:16,63,A,L52563,L,302.8,312.3,1504,,,No failure
5385,30/04/2021 04:19,63,B,M20244,M,,,1421,46,,No failure
5386,04/05/2021 02:39,63,B,H34799,H,,,1754,26.9,,No failure
5387,29/04/2021 19:10,63,B,L52566,L,,,1469,42,,No failure
5388,02/05/2021 00:01,63,A,L52567,L,302.8,312.2,1433,,,No failure
5389,29/04/2021 15:27,63,A,M20248,M,302.8,312.3,1432,,,No failure
5390,06/08/2021 22:09,63,B,L52569,L,,,1366,49.1,,No failure
5391,06/08/2021 20:47,63,B,H34804,H,,,1483,47.2,,No failure
5392,07/08/2021 02:12,63,C,L52571,L,,,,34.4,228,No failure
5393,09/08/2021 19:35,63,A,L52572,L,302.8,312.2,1481,,,No failure
5394,07/08/2021 19:36,63,A,L52573,L,302.8,312.3,1473,,,No failure
5395,06/11/2021 02:28,63,C,M20254,M,,,,70.5,234,Overstrain Failure
5396,10/11/2021 06:59,63,C,L52575,L,,,,36.8,237,No failure
5397,07/11/2021 10:19,63,C,L52576,L,,,,39.7,239,No failure
5398,07/11/2021 18:04,63,A,M20257,M,302.8,312.3,1416,,,No failure
5399,21/02/2022 09:41,63,C,L52578,L,,,,23.9,244,No failure
5400,19/02/2022 11:46,63,C,H34813,H,,,,53.8,246,Overstrain Failure
5401,18/02/2022 21:10,63,C,L52580,L,,,,46.3,251,Overstrain Failure
5402,21/02/2022 19:23,63,C,M20261,M,,,,54.8,253,Overstrain Failure
5403,10/03/2014 06:03,64,B,L52582,L,,,1421,48.5,,No failure
5404,08/03/2014 17:59,64,B,L52583,L,,,1858,25.4,,No failure
5405,08/03/2014 05:09,64,A,H34818,H,302.8,312.5,1422,,,No failure
5406,30/05/2014 19:26,64,A,L52585,L,302.7,312.4,1444,,,No failure
